#{"t_start": 1744093429.7673395, "env_id": "None"}
r,l,t
-260.0,2,378.005827
-260.0,2,378.0124
-260.0,2,378.918022
-260.0,2,378.92308
-260.0,2,378.92508
-1000.0,39,378.975244
-400.0,9,378.997539
-420.0,10,379.012116
-260.0,2,379.013445
-260.0,2,379.02131
-260.0,2,379.028175
-400.0,9,379.040354
-640.0,21,379.883368
-680.0,23,379.91917
-560.0,17,379.954533
-260.0,2,379.957517
-260.0,2,379.9616
-380.0,8,379.975533
-300.0,4,379.988908
-260.0,2,379.991527
-260.0,2,379.998231
-260.0,2,379.999765
-260.0,2,380.967017
-260.0,2,380.969035
-260.0,2,380.974579
-260.0,2,380.977053
-260.0,2,380.987172
-260.0,2,380.989571
-260.0,2,380.995612
-260.0,2,380.998049
-260.0,2,381.010399
-260.0,2,381.012426
-260.0,2,382.031492
-280.0,3,382.035935
-520.0,15,382.071406
-340.0,6,382.086075
-400.0,9,382.106281
-380.0,8,382.125496
-980.0,38,382.202843
-260.0,2,382.207847
-260.0,2,382.210848
-260.0,2,382.217265
-260.0,2,383.1436
-480.0,13,383.164934
-260.0,2,383.166382
-260.0,2,383.171841
-260.0,2,383.179029
-420.0,10,383.198058
-600.0,19,383.223281
-340.0,6,383.2364
-380.0,8,383.258711
-440.0,11,383.277959
-740.0,26,384.269388
-320.0,5,384.275354
-640.0,21,384.321386
-600.0,19,384.368842
-440.0,11,384.409935
-340.0,6,384.435827
-880.0,33,384.564856
-880.0,33,384.644136
-420.0,10,384.668396
-260.0,2,384.673393
-420.0,10,385.704405
-260.0,2,385.711401
-560.0,17,385.741238
-400.0,9,385.752033
-260.0,2,385.766422
-260.0,2,385.772487
-260.0,2,385.773864
-560.0,17,385.805053
-520.0,15,385.8403
-460.0,12,385.862354
-320.0,5,387.030302
-500.0,14,387.062053
-600.0,19,387.10378
-780.0,28,387.153879
-1060.0,42,387.218617
-500.0,14,387.253542
-520.0,15,387.28833
-1000.0,39,387.353633
-340.0,6,387.373264
-1220.0,50,387.456449
-420.0,10,388.437837
-460.0,12,388.458488
-560.0,17,388.48136
-500.0,14,388.49978
-700.0,24,388.53703
-480.0,13,388.567446
-720.0,25,388.605727
-620.0,20,388.639527
-260.0,2,388.643048
-540.0,16,388.673762
-680.0,23,389.626699
-340.0,6,389.640415
-1340.0,56,389.783196
-600.0,19,389.825624
-640.0,21,389.884202
-420.0,10,389.904848
-260.0,2,389.961971
-260.0,2,390.005502
-260.0,2,390.005502
-260.0,2,390.017596
-260.0,2,391.16765
-260.0,2,391.175452
-260.0,2,391.180806
-260.0,2,391.184347
-260.0,2,391.196971
-260.0,2,391.197971
-260.0,2,391.204805
-260.0,2,391.207685
-940.0,36,391.273922
-540.0,16,391.30428
-1920.0,85,392.397495
-260.0,2,392.398637
-380.0,8,392.42073
-320.0,5,392.426656
-260.0,2,392.426656
-260.0,2,392.435144
-260.0,2,392.446245
-260.0,2,392.446245
-260.0,2,392.453395
-260.0,2,392.456073
-1300.0,54,393.389574
-260.0,2,393.389574
-260.0,2,393.393531
-260.0,2,393.399643
-260.0,2,393.410582
-260.0,2,393.412029
-740.0,26,393.444797
-1200.0,49,393.519644
-700.0,24,393.572827
-1380.0,58,393.658431
-800.0,29,394.718544
-260.0,2,394.7191
-260.0,2,394.732236
-260.0,2,394.735414
-1220.0,50,394.825418
-400.0,9,394.837402
-300.0,4,394.851227
-640.0,21,394.886493
-460.0,12,394.908741
-640.0,21,394.945537
-560.0,17,395.854059
-300.0,4,395.858251
-1020.0,40,395.922384
-400.0,9,395.933238
-360.0,7,395.955712
-680.0,23,395.991164
-260.0,2,395.997973
-260.0,2,395.999561
-800.0,29,396.057701
-260.0,2,396.058915
-780.0,28,396.994367
-460.0,12,397.013538
-1220.0,50,397.106905
-840.0,31,397.154682
-1020.0,40,397.222643
-540.0,16,397.25679
-480.0,13,397.290906
-880.0,33,397.347512
-680.0,23,397.390908
-300.0,4,397.397911
-300.0,4,398.65713
-540.0,16,398.677449
-260.0,2,398.684102
-1240.0,51,398.775503
-860.0,32,398.832605
-1780.0,78,398.955681
-900.0,34,399.017422
-360.0,7,399.023569
-260.0,2,399.038319
-260.0,2,399.04599
-460.0,12,399.957997
-280.0,3,399.961431
-580.0,18,399.996863
-580.0,18,400.027067
-320.0,5,400.038181
-260.0,2,400.041865
-280.0,3,400.054491
-1340.0,56,400.156723
-400.0,9,400.173251
-260.0,2,400.178766
-260.0,2,401.072798
-580.0,18,401.100911
-380.0,8,401.110788
-340.0,6,401.12246
-340.0,6,401.138123
-800.0,29,401.244227
-460.0,12,401.258172
-500.0,14,401.278877
-380.0,8,401.298877
-780.0,28,401.353204
-260.0,2,402.291768
-980.0,38,402.372637
-860.0,32,402.436612
-640.0,21,402.494109
-540.0,16,402.535293
-260.0,2,402.537808
-460.0,12,402.572256
-380.0,8,402.590695
-800.0,29,402.65681
-380.0,8,402.673443
-260.0,2,403.674658
-260.0,2,403.676025
-260.0,2,403.682373
-1000.0,39,403.750214
-460.0,12,403.773909
-300.0,4,403.786476
-700.0,24,403.824963
-600.0,19,403.851297
-460.0,12,403.879739
-1080.0,43,403.955355
-660.0,22,405.057757
-300.0,4,405.064844
-380.0,8,405.084288
-300.0,4,405.091387
-1180.0,48,405.166811
-260.0,2,405.169054
-260.0,2,405.179276
-620.0,20,405.212352
-600.0,19,405.239093
-260.0,2,405.240455
-1460.0,62,406.369508
-1040.0,41,406.460954
-260.0,2,406.464297
-260.0,2,406.472818
-260.0,2,406.479358
-260.0,2,406.498052
-260.0,2,406.51275
-920.0,35,406.588141
-1000.0,39,406.685976
-260.0,2,406.688497
-260.0,2,407.735065
-260.0,2,407.735065
-260.0,2,407.755045
-260.0,2,407.75782
-580.0,18,407.793157
-260.0,2,407.794607
-260.0,2,407.808151
-260.0,2,407.810077
-660.0,22,407.853038
-260.0,2,407.855028
-340.0,6,408.780682
-260.0,2,408.781988
-260.0,2,408.789459
-260.0,2,408.791487
-580.0,18,408.824811
-380.0,8,408.843614
-440.0,11,408.857732
-480.0,13,408.881351
-280.0,3,408.890043
-400.0,9,408.909348
-1500.0,64,410.069003
-400.0,9,410.082103
-1760.0,77,410.184171
-400.0,9,410.203649
-1140.0,46,410.284421
-280.0,3,410.290434
-440.0,11,410.31331
-340.0,6,410.328012
-320.0,5,410.336744
-700.0,24,410.378021
-380.0,8,411.359125
-640.0,21,411.401834
-600.0,19,411.445419
-660.0,22,411.491912
-840.0,31,411.560989
-1200.0,49,411.663091
-540.0,16,411.692177
-320.0,5,411.701555
-620.0,20,411.752041
-800.0,29,411.807275
-1560.0,67,412.904405
-360.0,7,412.914388
-340.0,6,412.922854
-260.0,2,412.932866
-960.0,37,412.993321
-980.0,38,413.049248
-360.0,7,413.070173
-1400.0,59,413.168016
-640.0,21,413.204916
-1480.0,63,413.308077
-340.0,6,414.215126
-340.0,6,414.22893
-840.0,31,414.273102
-260.0,2,414.273102
-260.0,2,414.295884
-260.0,2,414.297893
-260.0,2,414.306646
-260.0,2,414.309716
-260.0,2,414.323427
-260.0,2,414.325778
-260.0,2,415.443959
-540.0,16,415.473305
-260.0,2,415.48225
-260.0,2,415.487256
-260.0,2,415.490116
-760.0,27,415.540095
-540.0,16,415.574941
-400.0,9,415.590635
-340.0,6,415.605481
-820.0,30,415.650149
-300.0,4,416.545774
-440.0,11,416.557221
-820.0,30,416.601918
-300.0,4,416.616791
-380.0,8,416.636135
-860.0,32,416.686057
-1860.0,82,416.821005
-260.0,2,416.821005
-1640.0,71,416.950404
-2060.0,92,417.110835
-420.0,10,418.033415
-380.0,8,418.043196
-380.0,8,418.060383
-260.0,2,418.062674
-740.0,26,418.10266
-340.0,6,418.11679
-660.0,22,418.15862
-440.0,11,418.175347
-540.0,16,418.200069
-560.0,17,418.235535
-260.0,2,419.117863
-260.0,2,419.12322
-260.0,2,419.12745
-260.0,2,419.133048
-260.0,2,419.140543
-260.0,2,419.145485
-260.0,2,419.147277
-320.0,5,419.154866
-880.0,33,419.209685
-1260.0,52,419.286212
-340.0,6,420.138443
-360.0,7,420.144772
-740.0,26,420.197597
-480.0,13,420.230865
-260.0,2,420.233511
-780.0,28,420.28562
-1600.0,69,420.499285
-540.0,16,420.538083
-460.0,12,420.577629
-260.0,2,420.589672
-260.0,2,421.8981
-260.0,2,421.905732
-260.0,2,421.907894
-260.0,2,421.913976
-260.0,2,421.921341
-260.0,2,421.927933
-260.0,2,421.928932
-260.0,2,421.936727
-260.0,2,421.943942
-260.0,2,421.950759
-260.0,2,422.820447
-260.0,2,422.829376
-260.0,2,422.837599
-260.0,2,422.842285
-260.0,2,422.844472
-400.0,9,422.850547
-360.0,7,422.875887
-940.0,36,422.936625
-300.0,4,422.94497
-740.0,26,422.987099
-440.0,11,423.867506
-640.0,21,423.898393
-300.0,4,423.905534
-440.0,11,423.925611
-920.0,35,423.988309
-1260.0,52,424.071166
-780.0,28,424.117261
-340.0,6,424.132583
-1980.0,88,424.282998
-840.0,31,424.333519
-380.0,8,425.354688
-280.0,3,425.358207
-640.0,21,425.396449
-920.0,35,425.445364
-680.0,23,425.468781
-540.0,16,425.509021
-260.0,2,425.517386
-500.0,14,425.551538
-440.0,11,425.575464
-800.0,29,425.631846
-340.0,6,426.574188
-300.0,4,426.581688
-460.0,12,426.604535
-300.0,4,426.612179
-540.0,16,426.645517
-680.0,23,426.682132
-340.0,6,426.694502
-1240.0,51,426.776143
-500.0,14,426.800313
-580.0,18,426.838969
-800.0,29,427.813662
-1080.0,43,427.885305
-260.0,2,427.892103
-760.0,27,427.941164
-480.0,13,427.961113
-900.0,34,428.021584
-620.0,20,428.069538
-340.0,6,428.076817
-780.0,28,428.149543
-800.0,29,428.204561
-260.0,2,429.232596
-600.0,19,429.263971
-540.0,16,429.289591
-720.0,25,429.327807
-420.0,10,429.343095
-260.0,2,429.3542
-860.0,32,429.407049
-420.0,10,429.421012
-580.0,18,429.46058
-1600.0,69,429.603267
-380.0,8,430.566888
-860.0,32,430.622916
-1180.0,48,430.692411
-280.0,3,430.696266
-400.0,9,430.707805
-500.0,14,430.736799
-480.0,13,430.756434
-740.0,26,430.791022
-400.0,9,430.812305
-260.0,2,430.815908
-500.0,14,431.804434
-620.0,20,431.833584
-1280.0,53,431.908127
-780.0,28,431.955324
-1160.0,47,432.047495
-960.0,37,432.131089
-260.0,2,432.133938
-660.0,22,432.212331
-400.0,9,432.244588
-320.0,5,432.255721
-1260.0,52,433.588973
-340.0,6,433.598273
-920.0,35,433.656273
-260.0,2,433.658272
-2660.0,122,433.83191
-320.0,5,433.843685
-340.0,6,433.859928
-1280.0,53,433.949525
-260.0,2,433.951616
-260.0,2,433.954865
-260.0,2,435.049076
-260.0,2,435.056493
-260.0,2,435.058298
-520.0,15,435.083684
-860.0,32,435.137306
-260.0,2,435.137306
-280.0,3,435.148533
-600.0,19,435.181227
-1100.0,44,435.250681
-380.0,8,435.264879
-440.0,11,436.148019
-360.0,7,436.164941
-1120.0,45,436.238004
-1260.0,52,436.313888
-260.0,2,436.315988
-540.0,16,436.347783
-680.0,23,436.399022
-280.0,3,436.402479
-780.0,28,436.452522
-1380.0,58,436.573481
-720.0,25,437.576093
-1360.0,57,437.669262
-280.0,3,437.671259
-380.0,8,437.686109
-480.0,13,437.712747
-800.0,29,437.762452
-800.0,29,437.811875
-400.0,9,437.827177
-1480.0,63,437.939552
-360.0,7,437.951904
-760.0,27,438.900489
-540.0,16,438.921757
-340.0,6,438.934769
-440.0,11,438.95317
-520.0,15,438.980443
-1180.0,48,439.050764
-1580.0,68,439.157911
-520.0,15,439.179651
-280.0,3,439.18871
-320.0,5,439.196151
-420.0,10,440.122011
-640.0,21,440.154614
-1420.0,60,440.239342
-320.0,5,440.247411
-300.0,4,440.260682
-840.0,31,440.315624
-540.0,16,440.340462
-260.0,2,440.347252
-1500.0,64,440.471905
-260.0,2,440.473608
-260.0,2,441.352468
-260.0,2,441.354474
-260.0,2,441.365076
-1320.0,55,441.439634
-1660.0,72,441.556076
-500.0,14,441.582466
-440.0,11,441.610284
-260.0,2,441.613276
-260.0,2,441.619887
-260.0,2,441.62376
-360.0,7,442.533007
-420.0,10,442.547006
-800.0,29,442.594959
-300.0,4,442.60216
-540.0,16,442.63525
-260.0,2,442.637261
-260.0,2,442.642846
-260.0,2,442.644896
-300.0,4,442.659635
-260.0,2,442.665821
-260.0,2,443.502593
-260.0,2,443.50477
-260.0,2,443.557909
-260.0,2,443.563787
-260.0,2,443.565787
-460.0,12,443.592256
-320.0,5,443.606991
-400.0,9,443.626633
-1520.0,65,443.723372
-300.0,4,443.730372
-300.0,4,444.986124
-280.0,3,444.992086
-1040.0,41,445.0516
-260.0,2,445.053611
-820.0,30,445.104443
-1200.0,49,445.181667
-480.0,13,445.199366
-400.0,9,445.214671
-260.0,2,445.221867
-260.0,2,445.229913
-260.0,2,446.250099
-260.0,2,446.25146
-260.0,2,446.264302
-520.0,15,446.289252
-300.0,4,446.29449
-400.0,9,446.312455
-340.0,6,446.331615
-500.0,14,446.357666
-260.0,2,446.364256
-260.0,2,446.367077
-260.0,2,447.823347
-260.0,2,447.826124
-260.0,2,447.83309
-260.0,2,447.835909
-260.0,2,447.850901
-260.0,2,447.854033
-260.0,2,447.85864
-260.0,2,447.861394
-260.0,2,447.874609
-260.0,2,447.877052
-260.0,2,448.828918
-260.0,2,448.832399
-260.0,2,448.847309
-260.0,2,448.850008
-400.0,9,448.865181
-1500.0,64,448.974018
-340.0,6,448.998089
-580.0,18,449.02095
-320.0,5,449.041764
-260.0,2,449.044076
-260.0,2,449.952449
-260.0,2,449.956452
-1500.0,64,450.048217
-1440.0,61,450.15287
-320.0,5,450.171451
-400.0,9,450.19216
-660.0,22,450.234858
-300.0,4,450.245465
-380.0,8,450.270309
-320.0,5,450.285834
-380.0,8,451.29485
-260.0,2,451.309167
-580.0,18,451.345441
-540.0,16,451.373296
-620.0,20,451.402901
-260.0,2,451.405931
-260.0,2,451.416483
-260.0,2,451.419153
-260.0,2,451.425531
-260.0,2,451.427821
-260.0,2,452.370872
-940.0,36,452.421144
-420.0,10,452.439543
-360.0,7,452.449012
-800.0,29,452.485811
-300.0,4,452.505593
-500.0,14,452.532823
-260.0,2,452.536206
-260.0,2,452.547673
-520.0,15,452.570777
-760.0,27,453.450651
-320.0,5,453.468685
-320.0,5,453.482635
-260.0,2,453.485634
-1140.0,46,453.552237
-260.0,2,453.552237
-260.0,2,453.573369
-260.0,2,453.57437
-260.0,2,453.579371
-260.0,2,453.581373
-260.0,2,454.551544
-260.0,2,454.554743
-260.0,2,454.561787
-260.0,2,454.564061
-260.0,2,454.575776
-260.0,2,454.577781
-260.0,2,454.583843
-260.0,2,454.588
-260.0,2,454.599295
-280.0,3,454.602661
-780.0,28,455.854154
-580.0,18,455.886912
-320.0,5,455.902683
-420.0,10,455.922769
-260.0,2,455.925278
-260.0,2,455.932221
-260.0,2,455.942374
-320.0,5,455.949123
-440.0,11,455.970078
-420.0,10,455.992758
-640.0,21,456.971371
-480.0,13,456.993068
-540.0,16,457.013194
-740.0,26,457.07122
-580.0,18,457.108979
-960.0,37,457.172864
-1060.0,42,457.320087
-400.0,9,457.347548
-800.0,29,457.41999
-680.0,23,457.460041
-600.0,19,458.463926
-480.0,13,458.487497
-380.0,8,458.505171
-480.0,13,458.529598
-320.0,5,458.541179
-320.0,5,458.550549
-280.0,3,458.565224
-260.0,2,458.567321
-260.0,2,458.57442
-260.0,2,458.577433
-260.0,2,459.483918
-260.0,2,459.49077
-260.0,2,459.496134
-260.0,2,459.498142
-260.0,2,459.50928
-260.0,2,459.511491
-260.0,2,459.518225
-260.0,2,459.521386
-940.0,36,459.58225
-1020.0,40,459.647011
-600.0,19,460.509646
-280.0,3,460.516181
-940.0,36,460.567258
-280.0,3,460.569791
-540.0,16,460.58628
-1020.0,40,460.653795
-560.0,17,460.684978
-680.0,23,460.712463
-400.0,9,460.731536
-1540.0,66,460.827468
-460.0,12,461.654742
-600.0,19,461.682201
-300.0,4,461.689387
-420.0,10,461.704236
-460.0,12,461.731366
-620.0,20,461.760561
-1040.0,41,461.825136
-540.0,16,461.848421
-640.0,21,461.886039
-720.0,25,461.93574
-2080.0,93,462.9534
-1740.0,76,463.105088
-400.0,9,463.133961
-340.0,6,463.145454
-340.0,6,463.161316
-260.0,2,463.163293
-580.0,18,463.209998
-260.0,2,463.218386
-260.0,2,463.224423
-260.0,2,463.226433
-740.0,26,464.228702
-260.0,2,464.230702
-1180.0,48,464.298883
-340.0,6,464.310513
-700.0,24,464.355398
-1280.0,53,464.473415
-620.0,20,464.530181
-320.0,5,464.554063
-260.0,2,464.573874
-260.0,2,464.576574
-400.0,9,465.486394
-780.0,28,465.536999
-880.0,33,465.596467
-580.0,18,465.624362
-520.0,15,465.646827
-2320.0,105,465.804667
-380.0,8,465.819319
-580.0,18,465.853478
-260.0,2,465.85463
-260.0,2,465.860383
-260.0,2,466.699419
-260.0,2,466.705356
-260.0,2,466.706348
-320.0,5,466.712538
-800.0,29,466.765027
-800.0,29,466.80993
-460.0,12,466.828294
-260.0,2,466.831415
-260.0,2,466.842569
-260.0,2,466.842569
-260.0,2,468.09757
-260.0,2,468.100379
-460.0,12,468.130342
-260.0,2,468.137383
-260.0,2,468.140431
-260.0,2,468.146236
-260.0,2,468.153663
-260.0,2,468.158657
-260.0,2,468.16193
-260.0,2,468.167932
-260.0,2,469.066279
-620.0,20,469.094826
-1860.0,82,469.212807
-1100.0,44,469.27212
-280.0,3,469.290042
-260.0,2,469.292044
-260.0,2,469.297762
-260.0,2,469.299953
-260.0,2,469.311698
-260.0,2,469.312734
-260.0,2,470.239321
-380.0,8,470.253513
-960.0,37,470.311855
-260.0,2,470.317639
-560.0,17,470.336217
-1680.0,73,470.464052
-520.0,15,470.496721
-260.0,2,470.498723
-620.0,20,470.541067
-1020.0,40,470.634032
-620.0,20,471.688016
-480.0,13,471.709695
-480.0,13,471.734087
-960.0,37,471.81163
-640.0,21,471.858651
-740.0,26,471.919406
-500.0,14,471.945848
-1340.0,56,472.055301
-560.0,17,472.094926
-340.0,6,472.114063
-920.0,35,473.054117
-280.0,3,473.05543
-780.0,28,473.10878
-620.0,20,473.141987
-740.0,26,473.18867
-740.0,26,473.229218
-1680.0,73,473.35247
-300.0,4,473.359787
-940.0,36,473.420821
-340.0,6,473.428177
-400.0,9,474.276976
-460.0,12,474.285031
-1360.0,57,474.380259
-320.0,5,474.392664
-280.0,3,474.408105
-260.0,2,474.410821
-260.0,2,474.417553
-260.0,2,474.421213
-760.0,27,474.510063
-1060.0,42,474.61793
-260.0,2,475.485147
-600.0,19,475.514574
-260.0,2,475.524632
-260.0,2,475.538185
-300.0,4,475.547435
-260.0,2,475.550804
-260.0,2,475.56255
-260.0,2,475.564482
-260.0,2,475.571521
-260.0,2,475.574631
-260.0,2,476.597637
-260.0,2,476.599376
-260.0,2,476.607419
-680.0,23,476.648817
-260.0,2,476.655945
-300.0,4,476.670908
-780.0,28,476.725713
-320.0,5,476.735789
-1080.0,43,476.824516
-280.0,3,476.831035
-720.0,25,477.870231
-460.0,12,477.888651
-400.0,9,477.905352
-360.0,7,477.917418
-420.0,10,477.920717
-660.0,22,477.961225
-260.0,2,477.968946
-320.0,5,477.979571
-320.0,5,477.986814
-900.0,34,478.030912
-760.0,27,478.886332
-1140.0,46,478.973282
-1260.0,52,479.053531
-980.0,38,479.111256
-660.0,22,479.157491
-640.0,21,479.261642
-580.0,18,479.291409
-440.0,11,479.3175
-280.0,3,479.331745
-1160.0,47,479.420773
-260.0,2,480.565903
-260.0,2,480.574916
-260.0,2,480.584125
-260.0,2,480.594995
-260.0,2,480.597637
-980.0,38,480.710554
-1020.0,40,480.796178
-280.0,3,480.79839
-400.0,9,480.821882
-1140.0,46,480.913343
-620.0,20,482.173674
-420.0,10,482.199178
-260.0,2,482.201189
-380.0,8,482.207834
-360.0,7,482.236744
-360.0,7,482.247568
-720.0,25,482.289202
-500.0,14,482.31238
-280.0,3,482.32681
-540.0,16,482.356458
-540.0,16,483.378517
-440.0,11,483.398369
-1000.0,39,483.475328
-400.0,9,483.492222
-720.0,25,483.5373
-280.0,3,483.540624
-660.0,22,483.590381
-2180.0,98,483.749367
-1360.0,57,483.841125
-720.0,25,483.87735
-800.0,29,484.99667
-260.0,2,484.99931
-260.0,2,485.001794
-260.0,2,485.009633
-640.0,21,485.053189
-1320.0,55,485.151382
-580.0,18,485.184812
-480.0,13,485.212293
-600.0,19,485.253509
-400.0,9,485.270156
-440.0,11,486.162965
-500.0,14,486.185277
-480.0,13,486.212558
-1760.0,77,486.337549
-540.0,16,486.36229
-740.0,26,486.40968
-1120.0,45,486.480603
-540.0,16,486.504436
-300.0,4,486.512478
-1140.0,46,486.599029
-360.0,7,487.484524
-480.0,13,487.507799
-780.0,28,487.55736
-520.0,15,487.585319
-720.0,25,487.628368
-300.0,4,487.637289
-380.0,8,487.654074
-460.0,12,487.671911
-960.0,37,487.738785
-300.0,4,487.745447
-800.0,29,488.65538
-380.0,8,488.672245
-2040.0,91,488.800612
-940.0,36,488.869143
-420.0,10,488.891076
-1100.0,44,488.970594
-460.0,12,489.00088
-1440.0,61,489.110281
-300.0,4,489.118728
-1060.0,42,489.189636
-600.0,19,490.047257
-400.0,9,490.059343
-300.0,4,490.064809
-900.0,34,490.120934
-820.0,30,490.171856
-860.0,32,490.224606
-460.0,12,490.322602
-700.0,24,490.363317
-320.0,5,490.380324
-260.0,2,490.389806
-260.0,2,491.236145
-260.0,2,491.239114
-260.0,2,491.244284
-260.0,2,491.252968
-300.0,4,491.260319
-720.0,25,491.303155
-1020.0,40,491.373597
-620.0,20,491.403787
-360.0,7,491.41477
-260.0,2,491.421526
-760.0,27,492.285302
-380.0,8,492.299062
-820.0,30,492.352485
-700.0,24,492.397384
-960.0,37,492.493234
-400.0,9,492.511096
-460.0,12,492.542393
-960.0,37,492.630187
-260.0,2,492.63867
-660.0,22,492.697274
-360.0,7,493.910214
-700.0,24,493.941208
-360.0,7,493.967621
-560.0,17,493.992978
-760.0,27,494.038305
-300.0,4,494.049034
-440.0,11,494.072911
-880.0,33,494.137515
-360.0,7,494.151256
-260.0,2,494.153006
-480.0,13,495.326311
-300.0,4,495.338047
-760.0,27,495.379361
-360.0,7,495.396573
-600.0,19,495.444845
-520.0,15,495.474456
-640.0,21,495.509897
-440.0,11,495.535078
-520.0,15,495.572702
-1140.0,46,495.653901
-460.0,12,496.59943
-900.0,34,496.672622
-380.0,8,496.695681
-540.0,16,496.729585
-440.0,11,496.75101
-320.0,5,496.756309
-260.0,2,496.77498
-260.0,2,496.775697
-260.0,2,496.785355
-260.0,2,496.78911
-260.0,2,497.749372
-260.0,2,497.752167
-260.0,2,497.759027
-260.0,2,497.761464
-260.0,2,497.774821
-260.0,2,497.777005
-260.0,2,497.784074
-260.0,2,497.788842
-260.0,2,497.799852
-260.0,2,497.802959
-520.0,15,498.646818
-1240.0,51,498.718746
-320.0,5,498.72964
-800.0,29,498.753608
-260.0,2,498.7698
-500.0,14,498.792155
-560.0,17,498.825926
-3040.0,141,499.014729
-360.0,7,499.0364
-500.0,14,499.059188
-980.0,38,499.983098
-260.0,2,499.984848
-260.0,2,499.99159
-260.0,2,499.993807
-700.0,24,500.038155
-920.0,35,500.095282
-420.0,10,500.111022
-580.0,18,500.151268
-420.0,10,500.17274
-520.0,15,500.199065
-280.0,3,501.172068
-640.0,21,501.209068
-540.0,16,501.242385
-1340.0,56,501.334376
-320.0,5,501.342923
-480.0,13,501.375424
-560.0,17,501.409853
-580.0,18,501.44077
-600.0,19,501.475746
-320.0,5,501.485525
-900.0,34,502.490836
-340.0,6,502.503076
-280.0,3,502.510573
-260.0,2,502.515212
-380.0,8,502.535422
-560.0,17,502.561702
-580.0,18,502.588353
-800.0,29,502.638507
-260.0,2,502.64639
-720.0,25,502.696129
-300.0,4,503.533168
-1700.0,74,503.635757
-300.0,4,503.646965
-300.0,4,503.652343
-640.0,21,503.680939
-320.0,5,503.689914
-660.0,22,503.731903
-360.0,7,503.740524
-260.0,2,503.745752
-780.0,28,503.788357
-260.0,2,504.768962
-680.0,23,504.812199
-600.0,19,504.855365
-380.0,8,504.87331
-500.0,14,504.911816
-1340.0,56,505.037422
-460.0,12,505.058689
-580.0,18,505.096814
-400.0,9,505.12495
-480.0,13,505.153543
-640.0,21,506.419135
-940.0,36,506.472049
-340.0,6,506.490829
-260.0,2,506.496785
-300.0,4,506.503963
-400.0,9,506.509616
-980.0,38,506.608488
-260.0,2,506.61051
-260.0,2,506.615499
-740.0,26,506.656302
-460.0,12,507.564505
-800.0,29,507.601568
-640.0,21,507.640837
-780.0,28,507.678316
-780.0,28,507.72175
-320.0,5,507.728139
-540.0,16,507.756238
-300.0,4,507.762129
-1240.0,51,507.854286
-440.0,11,507.871161
-480.0,13,508.739086
-360.0,7,508.74729
-360.0,7,508.766137
-1360.0,57,508.85235
-1460.0,62,508.957676
-600.0,19,509.00115
-1780.0,78,509.152529
-1160.0,47,509.25952
-880.0,33,509.323777
-620.0,20,509.368526
-820.0,30,510.33867
-260.0,2,510.345725
-260.0,2,510.352695
-260.0,2,510.354908
-880.0,33,510.41269
-740.0,26,510.456568
-940.0,36,510.520339
-300.0,4,510.530619
-500.0,14,510.558135
-300.0,4,510.568808
-760.0,27,511.450694
-520.0,15,511.476451
-2080.0,93,511.612552
-380.0,8,511.625628
-720.0,25,511.660154
-880.0,33,511.717789
-760.0,27,511.757884
-680.0,23,511.794163
-320.0,5,511.801139
-520.0,15,511.826213
-1080.0,43,512.872897
-2080.0,93,513.01495
-580.0,18,513.047871
-260.0,2,513.049676
-720.0,25,513.10013
-980.0,38,513.17103
-1020.0,40,513.247444
-660.0,22,513.284502
-440.0,11,513.314134
-720.0,25,513.355271
-340.0,6,514.192434
-320.0,5,514.205556
-1000.0,39,514.269865
-300.0,4,514.275871
-600.0,19,514.303744
-680.0,23,514.341233
-660.0,22,514.388704
-440.0,11,514.415037
-560.0,17,514.465652
-620.0,20,514.525878
-2460.0,112,515.560183
-1220.0,50,515.644205
-940.0,36,515.702766
-520.0,15,515.725316
-1100.0,44,515.818949
-700.0,24,515.858031
-320.0,5,515.858031
-540.0,16,515.897752
-740.0,26,515.953516
-800.0,29,516.001193
-580.0,18,516.908257
-940.0,36,516.960713
-360.0,7,516.976491
-520.0,15,517.004826
-320.0,5,517.009913
-1220.0,50,517.101417
-380.0,8,517.131639
-560.0,17,517.155999
-660.0,22,517.205312
-420.0,10,517.226313
-640.0,21,518.395348
-740.0,26,518.43134
-760.0,27,518.470287
-940.0,36,518.527099
-580.0,18,518.560174
-480.0,13,518.581088
-260.0,2,518.587196
-740.0,26,518.625673
-860.0,32,518.685551
-1280.0,53,518.781067
-680.0,23,519.622381
-620.0,20,519.649701
-260.0,2,519.6575
-480.0,13,519.679593
-740.0,26,519.721903
-260.0,2,519.721903
-600.0,19,519.765711
-400.0,9,519.777543
-1400.0,59,519.873482
-700.0,24,519.915423
-980.0,38,520.809386
-520.0,15,520.840306
-720.0,25,520.879727
-300.0,4,520.886115
-320.0,5,520.902699
-500.0,14,520.925315
-440.0,11,520.94461
-1240.0,51,521.040526
-640.0,21,521.082914
-400.0,9,521.098544
-1100.0,44,522.035149
-2280.0,103,522.211142
-440.0,11,522.239206
-660.0,22,522.276564
-880.0,33,522.33615
-320.0,5,522.348566
-300.0,4,522.362567
-480.0,13,522.380675
-840.0,31,522.441732
-420.0,10,522.458677
-300.0,4,523.283058
